AAPL;
percent/trade;1,15
hitrate;0,71
Number of trades;202
Return;49,20
2017-01-03;100000,0;0,0
2017-01-04;100000,0;0,0
2017-01-05;100000,0;0,0
2017-01-06;100000,0;0,0
2017-01-09;100000,0;0,0
2017-01-10;100000,0;0,0
2017-01-11;100000,0;0,0
2017-01-12;100000,0;0,083176875
2017-01-13;99985,3525;0,16608512731902408
2017-01-17;100119,27249999999;0,16720057569335617
2017-01-18;100117,87694199999;0,2504838289622149
2017-01-19;100073,987778;0,25015511578827493
2017-01-20;100119,96777799999;0,2504994813383369
2017-01-23;100136,68777799999;0,25062462676655206
2017-01-24;100113,69777799999;0,250452541025909
2017-01-25;100512,886942;0,0
2017-01-26;100512,886942;0,0
2017-01-27;100512,886942;0,0
2017-01-30;100512,886942;0,0
2017-01-31;100512,88694200001;0,12495636512010112
2017-02-01;101278,786942;0,1315737026711356
2017-02-02;101256,016942;0,13137841485133617
2017-02-03;101312,941942;0,1318664698104242
2017-02-06;101438,176114;0,13293825548327132
2017-02-07;101566,516942;0,0
2017-02-08;101566,516942;0,0
2017-02-09;101566,516942;0,0
2017-02-10;101566,516942;0,0
2017-02-13;101566,516942;0,0
2017-02-14;101566,516942;0,0
2017-02-15;101566,516942;0,0
2017-02-16;101566,516942;0,0
2017-02-17;101566,516942;0,0
2017-02-21;101566,516942;0,0
2017-02-22;101566,516942;0,0
2017-02-23;101566,516942;0,0
2017-02-24;101566,516942;0,0
2017-02-27;101566,516942;0,0
2017-02-28;101566,516942;0,0
2017-03-01;101566,516942;0,0
2017-03-02;101566,516942;0,0
2017-03-03;101566,516942;0,0
2017-03-06;101566,516942;0,0
2017-03-07;101566,516942;0,0
2017-03-08;101566,516942;0,0
2017-03-09;101566,516942;0,12493506374001419
2017-03-10;101608,607674;0,12529755393211373
2017-03-13;101614,097308;0,1253448091497954
2017-03-14;101594,88304;0,12517938881816346
2017-03-15;101729,388406;0,1263360660412855
2017-03-16;101750,43304;0,0
2017-03-17;101750,43304;0,0
2017-03-20;101750,43304;0,0
2017-03-21;101750,43304;0,12472162778915284
2017-03-22;101893,81840300001;0,12595332279374208
2017-03-23;101848,44340300001;0,25043603169342776
2017-03-24;101797,763403;0,25006286139337525
2017-03-27;101841,204127;0,2503827497188799
2017-03-28;102369,72412700001;0,25425291457960636
2017-03-29;102427,64267900001;0,0
2017-03-30;102427,64267900001;0,12471034630790069
2017-03-31;102403,68124400002;0,2493617944276409
2017-04-03;102410,78982200002;0,24941389802183606
2017-04-04;102600,98374400003;0,25080527761026294
2017-04-05;102467,67124400003;0,24983056021680572
2017-04-06;102403,68124400002;0,2493617944276409
2017-04-07;102346,79982200002;0,24894461119753755
2017-04-10;102316,58303300002;0,24872280470695685
2017-04-11;102042,84874400002;0,24670747162456344
2017-04-12;102073,06624400002;0,24693047479095967
2017-04-13;101939,75374400002;0,2459456423051804
2017-04-17;102078,39803300002;0,0
2017-04-18;102078,39803300002;0,12483835840449153
2017-04-19;102031,46767200003;0,24921633623602232
2017-04-20;102349,58984100001;0,2515499159595698
2017-04-21;102318,86234100001;0,25132514801912204
2017-04-24;102566,48911800001;0,25313267738091666
2017-04-25;102727,35661800002;0,25430224586760714
2017-04-26;102573,71767200003;0,25318531046173814
2017-04-27;102593,60017200002;0,0
2017-04-28;102593,60017200002;0,12496648684231532
2017-05-01;102855,10338600002;0,12719120947167972
2017-05-02;102938,10552900002;0,12789498189561146
2017-05-03;102897,94302900002;0,2522508082273785
2017-05-04;102804,39873500001;0,25157041253328233
2017-05-05;103233,29514700001;0,2546798624858584
2017-05-08;103948,118029;0,0
2017-05-09;103948,118029;0,0
2017-05-10;103948,118029;0,12495449563960666
2017-05-11;104006,59552900001;0,12544648822162485
2017-05-12;104188,80904600001;0,12697597562670196
2017-05-15;104154,90802900001;0,251515025290081
2017-05-16;104116,211202;0,251236836204596
2017-05-17;103237,946202;0,24486696442543396
2017-05-18;103623,23735600001;0,2476746944879536
2017-05-19;103710,728029;0,0
2017-05-22;103710,728029;0,0
